borrower_id,credit_score,total_credit,used_credit,delinquency_count
2223,789,323800,104082,2
2224,674,899087,264239,3
2225,589,757002,153679,0
2226,617,274291,159792,2
2227,685,976837,491920,2
2228,847,815860,31828,4
2229,742,761816,244276,1
2230,793,923509,472046,1
2231,788,571625,374459,0
2232,749,601705,281032,2
2233,594,460677,397144,2
2234,784,519032,233009,1
2235,843,230867,247450,0
2236,767,931433,61426,4
2237,790,569524,150849,4
2238,831,587999,339836,3
2239,644,315047,195458,1
2240,783,333013,408465,3
2241,709,557219,186473,4
2242,800,807781,307007,0
2243,648,816595,351737,0
2244,688,351481,499396,2
2245,613,209969,441115,0
2246,773,700126,74473,0
2247,746,908335,132766,0
2248,815,492241,8564,1
2249,574,616401,72254,1
2250,627,884882,131220,0
2251,575,752867,437822,4
2252,789,430423,458636,2
2253,651,932789,234868,3
2254,619,444904,185519,0
2255,596,869815,67155,2
2256,838,293735,139868,1
2257,750,724575,257826,4
2258,766,439228,447240,0
2259,776,940708,6758,0
2260,808,838009,250390,0
2261,554,257961,300443,1
2262,636,802227,247684,2
2263,628,693423,285310,4
2264,816,212363,409447,3
2265,801,755444,177609,1
2266,829,848464,101574,0
2267,848,872468,383229,0
2268,803,628928,245412,1
2269,637,977292,356380,1
2270,804,202483,261233,3
2271,810,802169,182602,1
2272,564,961214,271534,0
2273,825,768199,69673,0
2274,726,538848,451853,3
2275,663,430254,20534,2
2276,709,846150,237840,2
2277,577,506399,319941,3
2278,630,861159,372966,0
2279,774,319802,199626,3
2280,801,368678,355441,4
2281,796,519636,197177,4
2282,557,961012,130550,0
2283,844,299810,63614,1
2284,743,762673,436468,4
2285,553,465604,385515,3
2286,764,499834,186056,4
2287,711,553647,60454,3
2288,695,664860,99667,1
2289,761,593502,316340,1
2290,721,719161,146589,2
2291,587,294207,180578,4
2292,633,844897,372109,0
2293,590,261398,379832,0
2294,565,722231,457720,2
2295,746,743087,419680,3
2296,626,664881,381281,0
2297,656,515060,25173,0
2298,770,851104,241867,3
2299,793,643891,362684,2
2300,668,645363,52194,3
2301,759,723051,264432,2
2302,843,946361,21751,3
2303,734,259324,302744,0
2304,709,748670,216551,1
2305,751,314434,62129,0
2306,649,530695,232424,2
2307,559,557291,69212,3
2308,612,874042,308895,1
2309,602,729636,466929,0
2310,650,223154,55355,4
2311,801,547884,228239,1
2312,789,432339,499247,4
2313,603,746230,278272,4
2314,795,348211,351342,1
2315,719,973316,360041,2
2316,664,441206,279612,3
2317,712,378169,246513,1
2318,700,420703,248159,0
2319,674,632738,266896,2
2320,767,441127,376697,4
2321,583,559405,33190,3
2322,721,460756,255966,3
2323,656,924000,480817,3
2324,700,358320,364898,4
2325,842,941945,232064,3
2326,811,259635,81665,0
2327,799,509966,474625,0
2328,844,715999,200587,4
2329,596,812820,150938,1
2330,611,389384,146273,3
2331,567,673695,186769,2
2332,639,666729,87395,0
2333,829,602447,9088,4
2334,728,658901,45883,4
2335,848,920188,33799,1
2336,610,997784,265911,1
2337,630,708732,208511,2
2338,674,560728,211095,2
2339,831,712154,228535,3
2340,715,299313,468360,3
2341,761,931967,66488,3
2342,833,559707,79560,2
2343,582,278268,118599,1
2344,606,724496,439923,2
2345,590,806728,371992,4
2346,779,884859,164021,4
2347,813,881157,105263,2
2348,763,705509,312743,3
2349,672,566947,220656,1
2350,648,286751,394011,0
2351,798,660518,417094,1
2352,601,859838,405822,2
2353,605,676898,30143,4
2354,655,587180,317972,0
2355,673,301609,24237,2
2356,602,256963,272399,4
2357,741,785948,96009,4
2358,607,347763,69668,1
2359,805,864581,109812,1
2360,673,247962,488428,1
2361,625,294905,464539,4
2362,553,663532,71728,3
2363,619,794911,253986,1
2364,658,337845,201363,2
2365,828,661963,128903,1
2366,712,973868,149988,3
2367,717,721408,86752,2
2368,642,560880,190717,0
2369,583,427445,344828,4
2370,653,354254,377131,4
2371,724,762987,319966,3
2372,810,319580,323146,4
2373,740,479385,273983,4
2374,662,636051,359119,3
2375,666,892500,447373,2
2376,837,920015,70780,3
2377,644,869300,65054,0
2378,593,484448,55710,4
2379,611,334367,376895,0
2380,748,810364,370828,0
2381,628,690525,29155,4
2382,629,954948,495825,2
2383,713,729560,355340,2
2384,569,322079,198768,0
2385,726,515512,65813,0
2386,669,451243,115624,2
2387,715,464372,279739,4
2388,723,624705,43308,0
2389,554,997792,216527,4
2390,590,764413,270435,0
2391,663,728260,409003,1
2392,609,263830,41574,1
2393,554,973415,298066,0
2394,806,771041,398716,3
2395,784,431219,84846,1
2396,691,876726,106447,0
2397,651,952461,278445,0
2398,775,927378,414977,4
2399,727,882740,252537,2
2400,798,964395,138717,3
2401,764,527491,212102,2
2402,620,691805,361439,0
2403,742,328175,314379,4
2404,735,347173,401143,0
2405,671,282809,465027,2
2406,846,384201,471874,1
2407,759,891179,102981,3
2408,750,597120,395161,4
2409,789,696146,713,0
2410,704,572416,460532,2
2411,650,886125,499507,3
2412,720,482845,363973,1
2413,598,995255,203194,1
2414,769,692175,484984,4
2415,580,987975,60895,1
2416,776,292636,106946,0
2417,764,336267,439838,2
2418,773,505312,223273,0
2419,682,686442,468700,2
2420,650,831914,15474,4
2421,582,723274,394881,3
2422,677,547412,6498,0
2423,759,580573,60067,4
2424,738,260816,484475,3
2425,785,915728,97196,1
2426,731,922879,404572,0
2427,790,499823,132024,3
2428,647,972665,369180,4
2429,685,326111,192671,4
2430,555,546858,402677,2
2431,740,849451,136110,3
2432,672,453907,438912,2
2433,582,889216,150948,0
2434,784,972987,452680,1
2435,764,943357,260559,2
2436,667,989275,416883,3
2437,633,406514,385269,2
2438,635,419947,14501,2
2439,748,529628,237747,0
2440,596,395594,106294,4
2441,693,767494,330184,4
2442,554,528146,336803,1
2443,785,522001,315029,3
2444,849,377584,278775,0
2445,735,524690,29889,3
2446,671,716249,409443,4
2447,691,457374,151830,0
2448,553,514251,475471,1
2449,563,228505,175136,0
2450,788,618166,361407,0
2451,622,690861,459808,0
2452,815,254413,214068,2
2453,556,396110,69901,2
2454,849,416884,391760,0
2455,695,694403,41497,3
2456,620,438843,208219,4
2457,746,882311,325908,4
2458,802,219575,331820,3
2459,670,203834,14352,3
2460,768,857605,83817,4
2461,578,770404,121248,0
2462,684,258616,448495,4
2463,747,431816,194408,2
2464,692,645063,3194,0
2465,772,589592,478140,1
2466,848,590832,201451,4
2467,676,736055,456526,2
2468,693,890974,177993,3
2469,739,575504,264706,0
2470,638,674566,79082,3
2471,640,540168,297129,0
2472,634,996967,321707,0
2473,625,346087,18981,0
2474,800,730468,375458,3
2475,814,917447,308374,2
2476,844,715048,457141,0
2477,600,651436,234219,3
2478,616,863928,115844,0
2479,577,899699,358524,4
2480,680,856191,251959,4
2481,636,603619,173715,0
2482,582,212873,64208,3
2483,766,434283,323571,1
2484,830,849220,383321,4
2485,593,256850,89461,2
2486,665,255492,282854,0
2487,557,305727,430556,4
2488,680,301918,193398,3
2489,794,330028,462161,1
2490,555,922675,203122,3
2491,704,456097,171617,3
2492,578,518974,38763,0
2493,555,520216,383690,1
2494,705,569489,499447,1
2495,773,245121,193620,3
2496,688,247543,329152,0
2497,722,567650,299022,4
2498,742,759092,153210,2
2499,827,317650,308891,1
2500,823,934288,361010,4
2501,814,386565,483103,4
2502,782,697230,233734,1
2503,603,483518,54412,3
2504,622,239287,459011,1
2505,639,857054,1860,2
2506,809,663227,153406,0
2507,788,210555,268934,1
2508,715,887582,114591,2
2509,742,998866,183781,4
2510,761,200264,141704,4
2511,593,764655,423705,1
2512,710,788902,225477,0
2513,762,437140,452349,3
2514,609,465779,322734,0
2515,790,507528,369956,1
2516,822,335160,473529,4
2517,719,548823,397118,3
2518,591,602334,57895,0
2519,781,658295,326202,2
2520,613,456299,359082,2
2521,821,945491,301477,3
2522,723,940723,280777,4
2523,704,744127,177939,3
2524,696,591513,252994,3
2525,618,289611,287391,0
2526,563,303485,261568,2
2527,774,517852,175212,2
2528,687,609250,9487,0
2529,634,770907,464198,4
2530,801,521499,256779,3
2531,846,795137,297996,2
2532,683,548665,176082,0
2533,744,949466,13171,1
2534,705,766976,14803,4
2535,801,597632,447375,0
2536,685,696580,381430,4
2537,790,811688,172374,3
2538,781,234053,399442,0
2539,789,844100,309679,3
2540,644,705600,228955,1
2541,652,433413,61263,2
2542,792,608369,208503,4
2543,745,900512,58388,1
2544,623,280127,271985,1
2545,662,859803,55264,0
2546,631,361889,339859,1
2547,807,655678,300846,4
2548,634,447941,444302,0
2549,837,821549,330854,2
2550,555,822078,437956,3
2551,666,229627,166331,3
2552,755,578604,460547,4
2553,714,222781,338955,1
2554,685,433531,1388,1
2555,843,784891,145888,2
2556,590,578615,178868,1
2557,556,301460,142757,4
2558,652,274672,498912,2
2559,822,970795,20475,1
2560,634,913204,433144,4
2561,619,929101,140634,2
2562,616,293245,492404,4
2563,650,856431,286957,1
2564,821,607385,347040,4
2565,584,852041,67487,3
2566,810,472773,255705,1
2567,716,231112,155743,0
2568,556,606454,391418,1
2569,806,675717,66768,4
2570,584,827964,223481,1
2571,553,378805,318581,1
2572,705,889175,230009,3
2573,727,285476,101374,0
2574,563,639407,339356,1
2575,712,691787,73304,2
2576,715,314549,222717,0
2577,732,581895,84537,3
2578,556,789480,76301,2
2579,628,920628,239751,2
2580,769,438947,233240,1
2581,670,434244,322280,1
2582,785,726193,110746,3
2583,788,974720,459703,4
2584,632,920304,141509,2
2585,637,375826,14971,0
2586,678,354610,291439,0
2587,631,245177,146839,0
2588,814,759496,328136,4
2589,828,967179,417765,3
2590,619,691291,363888,2
2591,783,409408,366181,0
2592,599,352531,190065,4
2593,788,986710,236943,1
2594,834,205323,74953,0
2595,757,244330,461059,0
2596,606,782603,230350,1
2597,600,401332,407362,3
2598,589,558682,255653,3
2599,599,860211,375165,2
2600,554,537311,446978,1
2601,701,485149,320705,3
2602,614,502296,18470,1
2603,825,765483,315065,2
2604,773,359843,316456,0
2605,776,872221,213344,3
2606,819,652787,223951,4
2607,639,863314,52525,3
2608,803,820321,101067,1
2609,724,543985,176801,1
2610,559,505169,212009,4
2611,647,252014,314667,0
2612,597,286750,323709,1
2613,797,368604,312830,4
2614,653,821049,179336,4
2615,643,417981,383413,3
2616,805,452224,181558,1
2617,582,216275,100277,3
2618,656,903491,273606,4
2619,789,677142,394637,4
2620,563,340014,157697,3
2621,551,302993,458304,3
2622,722,802084,111728,1
2623,566,977190,96422,4
2624,678,981140,423579,4
2625,563,273974,267954,2
2626,732,240782,119430,4
2627,598,627987,152415,3
2628,820,458587,130729,3
2629,794,569406,350152,0
2630,599,283365,384474,2
2631,620,474289,205752,3
2632,687,291539,436663,3
2633,591,617999,339364,2
2634,620,937075,62484,4
2635,813,919162,244472,2
2636,820,921875,256410,4
2637,655,560092,281805,1
2638,761,496339,101707,1
2639,673,590010,130841,1
2640,560,305081,49287,2
2641,578,696238,193892,4
2642,684,483610,462868,4
2643,695,311252,405255,2
2644,564,771466,429371,4
2645,839,382069,19500,3
2646,833,598643,415716,3
2647,774,797293,383889,1
2648,788,767482,278595,0
2649,664,722753,57320,3
2650,744,827060,263056,0
2651,570,740918,399537,2
2652,790,681211,400882,4
2653,709,749039,194513,3
2654,667,632941,143940,4
2655,560,795926,259962,4
2656,748,995739,419509,3
2657,633,913793,428825,4
2658,773,274737,139304,3
2659,682,219844,343169,1
2660,817,303159,367759,1
2661,776,611925,199094,1
2662,740,454292,302846,4
2663,846,952964,397024,0
2664,593,847068,171977,4
2665,723,436208,274617,0
2666,757,581105,275589,2
2667,711,634842,37715,0
2668,629,865172,316839,2
2669,588,834286,47693,1
2670,744,374072,463507,3
2671,835,913429,22759,3
2672,593,269932,444397,2
2673,579,245680,237149,3
2674,739,788932,216907,1
2675,801,887691,40313,0
2676,551,370453,211262,4
2677,814,286025,19819,4
2678,678,749178,490641,0
2679,650,210268,86020,0
2680,684,512131,226943,4
2681,755,601104,436617,4
2682,837,873995,278185,2
2683,813,597853,306115,3
2684,579,451733,477423,0
2685,808,468049,108502,0
2686,668,503107,376237,1
2687,670,837053,405475,1
2688,731,306867,88997,0
2689,802,648476,188556,4
2690,679,910476,446438,0
2691,595,269075,297653,4
2692,747,817292,159541,1
2693,634,365003,382323,2
2694,575,223854,125341,1
2695,630,720339,340806,3
2696,844,450808,396077,0
2697,630,868136,421657,0
2698,614,406173,218709,1
2699,595,980398,118493,0
2700,836,693519,259581,3
2701,810,610617,494365,0
2702,589,813537,28169,2
2703,664,273583,197497,3
2704,559,969082,470025,0
2705,834,607471,405100,4
2706,767,621457,437905,3
2707,648,975972,106538,1
2708,650,956155,18880,4
2709,608,884653,268044,3
2710,702,706787,143283,0
2711,709,362819,144270,1
2712,660,515459,104280,2
2713,550,436671,319361,0
2714,792,698844,248047,2
2715,796,497737,211409,2
2716,668,862625,138792,4
2717,669,296530,216845,2
2718,589,366423,190282,0
2719,677,881753,411029,0
2720,657,882599,236804,0
2721,592,720200,402959,4
2722,653,234383,243616,1
2723,737,702669,1316,4
2724,789,867591,305207,3
2725,819,986695,154299,1
2726,587,382090,415709,0
2727,614,441509,461901,3
2728,755,760656,381533,1
2729,783,592742,33878,4
2730,604,279660,244059,4
2731,569,420950,212559,2
2732,803,584733,485045,2
2733,645,615754,138760,3
2734,605,964112,21568,2
2735,600,304077,274400,0
2736,837,421322,453505,2
2737,813,331281,74195,3
2738,643,804146,166047,4
2739,799,266522,11517,1
2740,564,941263,294034,0
2741,560,588000,26742,4
2742,785,671921,124637,4
2743,571,353584,360396,0
2744,595,864106,275919,1
2745,722,281166,244252,2
2746,823,687395,333755,1
2747,692,964519,451857,2
2748,722,601637,64019,2
2749,581,674396,58657,0
2750,705,893597,173610,1
2751,782,570898,240791,3
2752,832,547505,64725,0
2753,813,890414,468110,0
2754,840,738362,301280,4
2755,769,850037,421988,1
2756,782,908182,133135,1
2757,610,974816,362001,3
2758,792,596460,449207,4
2759,768,976853,366771,3
2760,746,887285,98519,0
2761,573,900569,270535,3
2762,726,414352,352487,2
2763,713,364404,194767,4
2764,787,969110,347501,3
2765,721,536254,427041,0
2766,727,501243,399122,4
2767,812,437925,174267,2
2768,711,670259,83680,1
2769,684,756962,25586,2
2770,702,787498,257949,2
2771,646,764318,204220,1
2772,569,445415,185532,0
2773,769,703873,334960,1
2774,667,960483,449203,0
2775,653,233971,61961,2
2776,742,468628,427739,1
2777,783,234948,73802,4
2778,741,454108,66739,1
2779,580,627704,26611,2
2780,664,479053,458007,2
2781,632,386535,100938,3
2782,760,514069,241471,2
2783,570,791569,491205,3
2784,842,699451,408750,1
2785,667,391107,410822,0
2786,568,616042,494151,4
2787,758,624005,295153,2
2788,588,697619,35710,2
2789,626,671304,310476,4
2790,573,818405,146077,1
2791,563,955672,357742,1
2792,777,507667,450924,0
2793,750,207458,407606,2
2794,575,867006,469809,0
2795,710,993317,18288,3
2796,636,459049,40507,3
2797,797,253577,371044,2
2798,606,939849,37485,2
2799,656,505461,492344,3
2800,836,225853,258925,1
2801,715,293377,360953,0
2802,645,413318,343515,4
2803,678,396239,237486,4
2804,835,401390,458481,4
2805,804,707559,63486,4
2806,820,265422,449905,3
2807,656,681366,261998,1
2808,590,570624,389645,3
2809,612,322916,66673,0
2810,709,324523,437619,1
2811,772,633878,137766,4
2812,642,853011,166275,0
2813,689,978305,93718,2
2814,703,622004,36654,1
2815,605,432334,72472,2
2816,824,770627,80333,2
2817,748,369961,402951,3
2818,591,365663,179634,0
2819,645,873985,232412,3
2820,809,542192,118854,3
2821,741,530591,368387,0
2822,731,946165,412552,2
2823,833,854269,161,4
2824,839,656029,205269,2
2825,710,497063,392985,0
2826,710,382284,354545,4
2827,747,487496,103534,1
2828,663,720059,92360,4
2829,808,237924,460555,4
2830,701,582997,51105,1
2831,803,651717,262928,3
2832,555,636052,426210,4
2833,780,285054,370001,2
2834,846,671254,319732,3
2835,745,512597,396449,2
2836,769,521904,394502,0
2837,817,623182,350312,1
2838,557,870150,182011,3
2839,558,846048,407153,4
2840,586,323989,403199,4
2841,595,411584,208711,1
2842,779,882362,356336,1
2843,782,437608,117862,4
2844,790,995862,6568,1
2845,605,548718,31548,4
2846,779,444531,391112,0
2847,752,995706,482632,2
2848,634,578062,377399,2
2849,745,663337,458977,2
2850,787,989964,119616,4
2851,627,290529,190457,0
2852,685,461983,136114,3
2853,588,475369,20893,2
2854,578,842692,283516,3
2855,593,874458,78759,1
2856,753,542973,30411,4
2857,550,756721,143987,0
2858,766,556340,406491,2
2859,767,686223,13468,4
2860,797,765087,166706,2
2861,568,314005,426516,4
2862,597,534509,120330,2
2863,811,928241,346240,0
2864,573,729185,130475,2
2865,696,590581,343910,3
2866,663,861574,77169,2
2867,658,459320,188648,0
2868,606,214028,254841,2
2869,655,316501,424608,4
2870,577,348341,92181,3
2871,786,596163,343434,3
2872,619,652951,7937,4
2873,813,672333,221635,4
2874,614,856643,4846,1
2875,763,460748,131598,0
2876,685,803389,390081,1
2877,718,818202,162202,1
2878,825,813676,447474,0
2879,714,593177,21602,2
2880,588,974161,175303,1
2881,687,860787,79410,4
2882,661,968691,39759,2
2883,574,443764,472943,1
2884,612,928398,438125,1
2885,827,213039,190048,1
2886,626,490249,116686,2
2887,706,933106,434180,1
2888,701,714861,295745,2
2889,768,226192,332029,1
2890,635,414049,175360,2
2891,555,987940,381223,1
2892,668,876631,135487,0
2893,713,404857,416372,4
2894,592,837138,353616,1
2895,566,648643,186537,2
2896,734,399302,316488,4
2897,654,894136,304061,2
2898,611,920065,79127,2
2899,565,657906,280859,2
2900,788,458097,356776,3
2901,569,213763,37195,1
2902,759,284315,145327,4
2903,805,535595,158020,3
2904,704,262681,347201,0
2905,669,605693,167277,2
2906,705,301680,87299,4
2907,844,418265,265073,3
2908,797,750234,256790,1
2909,762,535095,388167,2
2910,771,566789,87055,3
2911,849,284240,327202,1
2912,773,901544,250469,2
2913,671,257942,493154,3
2914,799,514242,101373,4
2915,776,868310,156042,0
2916,582,272155,457430,2
2917,658,990526,322338,3
2918,832,806298,67306,0
2919,831,417329,417290,0
2920,822,620551,326319,4
2921,641,236241,222055,3
2922,785,505479,5826,4
2923,791,384581,326117,1
2924,667,458813,368787,2
2925,695,270106,294789,2
2926,658,931445,338657,2
2927,800,894457,378082,1
2928,715,713934,182287,4
2929,695,818880,213370,0
2930,597,908810,205532,4
2931,625,382444,149140,1
2932,824,871862,279436,3
2933,706,401798,319462,3
2934,750,649494,64645,3
2935,673,485607,199231,4
2936,613,505294,346924,0
2937,612,569097,217863,2
2938,730,693699,113863,0
2939,580,788759,410423,4
2940,834,623386,53088,2
2941,742,424959,112693,1
2942,808,729396,6171,4
2943,799,331909,336317,2
2944,626,814127,51516,1
2945,717,354057,22121,2
2946,817,919584,339266,4
2947,657,990529,274691,2
2948,680,320780,301514,4
2949,582,627127,54524,4
2950,821,998296,468363,1
2951,825,398896,389445,0
2952,837,932767,259931,1
2953,832,312543,231607,2
2954,694,476647,42249,2
2955,595,618772,283003,3
2956,565,228151,130745,3
2957,779,969325,339070,3
2958,798,283864,419267,0
2959,556,518668,456259,1
2960,723,665480,306944,2
2961,826,605468,198764,3
2962,744,351760,205649,1
2963,676,655705,405344,0
2964,664,553276,498721,0
2965,564,520392,218934,0
2966,568,741263,263324,1
2967,557,706541,30575,4
2968,607,731648,236202,4
2969,671,746068,217681,1
2970,630,201967,318848,2
2971,795,611322,278987,1
2972,747,993381,58592,1
2973,640,247881,293624,0
2974,658,274770,31686,0
2975,583,557149,142273,0
2976,610,530801,272470,3
2977,621,902179,162666,0
2978,599,562243,154598,3
2979,832,676849,482295,1
2980,680,622321,174965,4
2981,565,998319,284193,0
2982,733,370869,28689,0
2983,763,580554,15556,3
2984,573,444563,46618,3
2985,821,953607,294743,3
2986,651,386393,355857,1
2987,752,399891,457973,2
2988,660,420341,40013,3
2989,608,632791,195206,2
2990,776,562232,484554,0
2991,578,927594,68833,0
2992,699,596849,438259,4
2993,660,268329,272612,3
2994,571,683869,269386,0
2995,801,834248,328407,3
2996,591,460788,55408,0
2997,778,204314,7384,4
2998,691,755747,344497,3
2999,627,479126,118450,2
3000,802,616705,357308,4
3001,737,259758,209837,2
3002,728,331398,177892,1
3003,756,745424,205494,2
3004,568,784419,155976,0
3005,550,823522,405351,1
3006,767,293912,313294,0
3007,822,835763,415992,0
3008,578,484015,468908,2
3009,571,695682,266547,4
3010,604,778939,152023,2
3011,575,838918,373213,0
3012,554,347559,311706,3
3013,614,923755,203217,1
3014,775,306210,127406,1
3015,600,443655,303944,2
3016,689,383467,247794,0
3017,825,621372,130033,0
3018,758,515469,27686,1
3019,703,639486,32271,2
3020,637,652692,291251,4
3021,801,484209,294443,4
3022,596,629645,180085,2
3023,706,546900,239837,2
3024,828,233722,317032,1
3025,667,961268,375051,0
3026,678,578860,381086,4
3027,770,833411,31697,4
3028,703,624142,200199,2
3029,784,756839,154713,3
3030,825,761698,194222,0
3031,584,241677,450002,2
3032,692,383810,355759,3
3033,785,532873,319641,2
3034,551,459355,367270,2
3035,770,736439,126503,3
3036,567,412586,217098,3
3037,794,861236,362419,0
3038,835,817967,164818,2
3039,603,790326,386109,3
3040,669,912539,159098,2
3041,660,422938,239349,0
3042,560,623869,119579,4
3043,651,591561,446205,3
3044,769,803712,430449,4
3045,600,556237,1563,3
3046,584,211154,363849,1
3047,675,435721,229482,4
3048,773,663827,93526,0
3049,771,516959,424584,1
3050,703,355074,9764,1
3051,743,895499,267875,0
3052,729,901285,204177,3
3053,673,712108,407320,2
3054,808,491225,69171,1
3055,676,582726,117824,0
3056,654,579775,374101,4
3057,588,332334,188779,3
3058,690,844667,95698,0
3059,614,584571,470823,0
3060,613,944893,370096,1
3061,564,418796,61371,0
3062,668,799780,237795,4
3063,725,795426,221135,4
3064,770,548557,486042,4
3065,829,510570,384415,4
3066,663,491845,430816,3
3067,769,695476,167323,0
3068,686,847953,114461,4
3069,657,374055,234360,4
3070,796,257718,95705,3
3071,684,288255,326719,4
3072,784,828108,48057,3
3073,706,454775,60115,3
3074,727,353483,383127,4
3075,648,523577,79747,2
3076,663,233337,279297,1
3077,807,915173,300233,4
3078,703,894472,215006,0
3079,603,309994,62484,3
3080,645,358336,283142,0
3081,753,328589,176590,3
3082,789,832542,404921,0
3083,706,629309,73464,2
3084,554,504597,245437,0
3085,663,888252,406760,4
3086,822,511131,192058,1
3087,585,388081,81554,4
3088,802,475987,113218,2
3089,728,844853,10942,1
3090,765,893995,4323,1
3091,624,274000,325458,1
3092,819,894297,11191,2
3093,551,832565,65822,3
3094,555,481902,5600,2
3095,581,664094,424772,1
3096,721,729406,137666,4
3097,592,836454,217999,2
3098,571,268777,51194,1
3099,601,501257,325449,3
3100,677,292041,166578,3
3101,557,405191,444870,0
3102,715,410529,193580,4
3103,619,264328,224316,1
3104,581,391090,355814,2
3105,757,883553,229098,3
3106,805,817602,296017,4
3107,591,762107,227741,2
3108,749,636010,246563,2
3109,720,346110,324924,0
3110,829,394787,149804,0
3111,614,585297,289551,2
3112,717,205762,328120,2
3113,723,695980,417156,0
3114,784,435506,168651,2
3115,669,474537,259560,0
3116,816,329176,206540,0
3117,734,562555,142995,3
3118,689,920932,258992,0
3119,686,908830,9794,2
3120,760,634533,138783,3
3121,725,289024,290607,3
3122,558,222501,239103,0
3123,788,802471,59099,2
3124,603,214826,127274,4
3125,815,792076,7159,3
3126,712,430449,107059,1
3127,750,935277,289458,4
3128,831,750808,439555,2
3129,746,222765,190370,1
3130,848,445485,217425,1
3131,772,752876,89652,0
3132,587,552097,289371,0
3133,757,433482,163846,1
3134,762,434762,197669,0
3135,828,319717,48794,0
3136,787,404299,326209,3
3137,757,313997,105109,2
3138,635,586772,489528,0
3139,555,778809,272445,2
3140,718,492670,487923,3
3141,828,936547,487248,1
3142,657,426686,419496,3
3143,584,397780,288955,1
3144,561,955352,102107,0
3145,634,408470,69991,1
3146,594,276572,20982,4
3147,605,297556,331664,4
3148,574,452120,210743,1
3149,848,851873,368478,2
3150,656,604972,87028,3
3151,681,947674,132422,0
3152,665,499314,22992,4
3153,825,513134,87736,4
3154,782,232085,390134,3
3155,628,651585,29187,2
3156,624,349277,433270,4
3157,600,336603,140868,0
3158,579,322394,414490,0
3159,720,969379,261800,2
3160,606,870242,306473,3
3161,579,389677,398054,0
3162,774,587910,253255,2
3163,609,201340,437294,3
3164,621,969895,280581,2
3165,608,234979,344784,3
3166,741,230823,204472,3
3167,736,261268,186124,4
3168,720,346144,273912,3
3169,812,743635,94394,3
3170,686,306685,2722,4
3171,688,559392,211327,0
3172,790,412129,199866,3
3173,708,680069,203123,2
3174,807,868908,88488,0
3175,639,889871,425262,1
3176,676,542687,113206,3
3177,666,799143,447704,1
3178,656,340158,101336,2
3179,754,333767,297422,3
3180,626,766285,215608,0
3181,756,739850,61871,3
3182,679,389137,426885,1
3183,653,718120,345616,4
3184,570,851437,373902,4
3185,648,812130,169582,4
3186,778,745401,309716,4
3187,642,887293,88835,2
3188,764,928944,226789,2
3189,764,802638,272228,0
3190,579,369838,309428,0
3191,809,446775,275531,2
3192,610,725699,187754,1
3193,715,916081,440284,0
3194,818,737030,255140,4
3195,747,395874,405670,2
3196,563,665301,216918,2
3197,645,457595,474594,4
3198,573,865186,454360,3
3199,802,856371,451542,2
3200,749,424820,410964,4
3201,842,364391,286152,4
3202,644,447446,171064,0
3203,551,798325,132578,2
3204,774,222597,105894,1
3205,650,706208,215463,1
3206,786,440279,65081,0
3207,571,484043,434303,2
3208,569,723772,65983,2
3209,619,971054,8372,4
3210,624,689629,256530,1
3211,682,649215,147184,3
3212,639,654951,147670,1
3213,572,424152,166560,3
3214,751,743567,463641,4
3215,580,639523,213538,0
3216,724,632873,466795,1
3217,689,358704,405571,1
3218,697,361490,295510,4
3219,641,435290,336428,3
3220,772,553775,450496,2
3221,719,293462,283405,0
3222,581,311481,106144,3
3223,717,418529,82600,2
3224,729,352067,375866,4
3225,633,261354,457222,3
3226,679,956843,383357,4
3227,586,631595,98154,3
3228,647,967041,28986,4
3229,762,613940,101509,3
3230,596,482137,107044,4
3231,803,678650,387331,4
3232,681,648137,355183,0
3233,797,586606,350555,2
3234,599,751307,395751,0
3235,775,993925,451416,4
3236,708,370961,238779,1
3237,726,519761,234186,1
3238,805,607872,22885,2
3239,692,635771,323541,0
3240,690,213183,92963,0
3241,781,227672,190669,1
3242,826,586938,396145,2
3243,765,835951,494378,2
3244,687,202880,311207,4
3245,620,807640,299239,0
3246,669,902519,216812,3
3247,613,852381,277905,0
3248,688,930370,15807,0
3249,752,779659,441311,4
3250,680,985239,426107,2
3251,846,491977,275908,4
3252,558,487381,194731,0
3253,765,677218,296925,4
3254,742,721887,266985,0
3255,713,788436,180111,1
3256,769,764261,159607,2
3257,596,447201,375415,4
3258,745,791048,218041,2
3259,654,724115,233664,3
3260,557,464494,106016,4
3261,775,495407,383549,1
3262,580,416044,71858,2
3263,659,590344,1703,3
3264,725,774434,311748,1
3265,759,821722,23929,1
3266,780,494730,55762,2
3267,831,442758,314659,3
3268,581,600060,479624,2
3269,684,882858,418800,4
3270,754,304729,135638,4
3271,795,971155,252346,1
3272,647,749150,387228,2
3273,686,296880,25953,2
3274,577,462580,463721,3
3275,558,784223,406437,3
3276,657,794197,53626,0
3277,598,637187,47455,0
3278,642,887494,313844,1
3279,624,654588,268829,2
3280,632,466860,384150,0
3281,715,328839,110974,1
3282,735,553577,486339,3
3283,645,263809,28041,0
3284,618,221276,96320,2
3285,557,598444,175131,2
3286,578,554125,470067,2
3287,845,437411,311241,0
3288,623,988119,253166,4
3289,781,711839,46968,0
3290,666,246926,169609,2
3291,808,606240,388318,0
3292,550,781633,419097,1
3293,675,203977,209984,2
3294,685,328064,322767,3
3295,817,382803,312954,4
3296,664,407013,257912,0
